created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2023-06-13T17:10:10+05:30,235,8.38861,213.33333,,,,
2023-06-13T17:10:26+05:30,236,0.63276,149.33333,,,,
2023-06-13T17:10:44+05:30,237,0.74258,131.33333,,,,
2023-06-13T17:11:01+05:30,238,0.76861,146.66667,,,,
2023-06-13T17:11:17+05:30,239,0.73062,133.00000,,,,
2023-06-13T17:11:33+05:30,240,0.73573,136.33333,,,,
2023-06-13T17:11:49+05:30,241,0.74722,145.00000,,,,
2023-06-13T17:12:06+05:30,242,0.00213,139.66667,,,,
2023-06-13T17:12:22+05:30,243,0.00211,568.00000,,,,
2023-06-13T17:12:39+05:30,244,-0.98588,144.00000,,,,
2023-06-13T17:12:55+05:30,245,0.00158,235.66667,,,,
2023-06-13T17:13:12+05:30,246,-0.00032,134.00000,,,,
2023-06-13T17:13:28+05:30,247,1.79312,137.66667,,,,
2023-06-13T17:13:44+05:30,248,1.49262,147.00000,,,,
2023-06-13T17:14:04+05:30,249,1.31457,191.00000,,,,
2023-06-13T17:14:21+05:30,250,0.00156,460.00000,,,,
2023-06-13T17:14:37+05:30,251,0.85256,144.33333,,,,
2023-06-13T17:14:52+05:30,252,8.38861,149.33333,,,,
2023-06-13T17:15:08+05:30,253,0.85300,141.33333,,,,
2023-06-13T17:15:24+05:30,254,0.86413,139.66667,,,,
2023-06-13T17:15:39+05:30,255,0.86353,153.00000,,,,
2023-06-13T17:15:56+05:30,256,0.86940,144.33333,,,,
2023-06-13T17:16:12+05:30,257,0.86583,148.33333,,,,
2023-06-13T17:16:30+05:30,258,0.85956,139.66667,,,,
2023-06-13T17:16:45+05:30,259,0.86585,139.66667,,,,
2023-06-13T17:17:01+05:30,260,0.81369,326.00000,,,,
2023-06-13T17:17:17+05:30,261,0.82224,147.00000,,,,
2023-06-13T17:17:33+05:30,262,0.89396,122.00000,,,,
2023-06-13T17:17:48+05:30,263,0.85751,145.66667,,,,
2023-06-13T17:18:04+05:30,264,0.85985,140.00000,,,,
2023-06-13T18:20:19+05:30,265,0.65057,142.66667,,,,
2023-06-13T18:20:35+05:30,266,0.82754,121.33334,,,,
2023-06-13T18:20:53+05:30,267,1.12930,147.66667,,,,
2023-06-13T18:21:09+05:30,268,1.12349,149.00000,,,,
2023-06-13T18:21:24+05:30,269,1.14334,119.00000,,,,
2023-06-13T18:21:39+05:30,270,0.92434,126.66666,,,,
2023-06-13T18:22:19+05:30,271,0.94230,129.33333,,,,
2023-06-13T18:22:35+05:30,272,0.93227,130.00000,,,,
2023-06-13T18:22:51+05:30,273,0.92606,147.33333,,,,
2023-06-13T18:23:06+05:30,274,0.93633,147.00000,,,,
2023-06-13T18:23:23+05:30,275,0.94580,137.33333,,,,
2023-06-13T18:23:38+05:30,276,0.94017,149.00000,,,,
2023-06-13T18:23:55+05:30,277,0.93783,148.00000,,,,
2023-06-13T18:24:10+05:30,278,0.94288,151.66667,,,,
2023-06-13T18:24:25+05:30,279,1.00856,580.66669,,,,
2023-06-13T18:24:40+05:30,280,0.95678,309.00000,,,,
2023-06-13T18:24:57+05:30,281,0.90502,141.33333,,,,
2023-06-13T18:25:12+05:30,282,0.83985,143.00000,,,,
2023-06-13T18:25:28+05:30,283,0.93831,140.66667,,,,
2023-06-13T18:25:43+05:30,284,0.93883,139.66667,,,,
2023-06-13T18:25:58+05:30,285,0.94159,132.00000,,,,
2023-06-13T18:26:14+05:30,286,0.94211,147.00000,,,,
2023-06-13T18:26:30+05:30,287,0.87016,150.33333,,,,
2023-06-13T18:26:45+05:30,288,0.97026,134.00000,,,,
2023-06-13T18:27:00+05:30,289,0.96798,137.33333,,,,
2023-06-13T18:27:16+05:30,290,0.96708,129.66667,,,,
2023-06-13T18:27:33+05:30,291,0.95118,132.33333,,,,
2023-06-13T18:27:49+05:30,292,0.94468,144.33333,,,,
2023-06-13T18:28:05+05:30,293,0.93599,144.66667,,,,
2023-06-13T18:28:22+05:30,294,0.94138,149.00000,,,,
2023-06-13T18:28:38+05:30,295,0.94740,143.33333,,,,
2023-06-13T18:28:54+05:30,296,0.94833,129.00000,,,,
2023-06-13T18:29:10+05:30,297,0.95187,137.33333,,,,
2023-06-13T18:29:25+05:30,298,0.94957,140.66667,,,,
2023-06-13T18:29:40+05:30,299,0.94838,140.33333,,,,
2023-06-13T18:29:56+05:30,300,0.87001,463.66666,,,,
2023-06-13T18:30:11+05:30,301,0.00218,215.00000,,,,
2023-06-13T18:30:26+05:30,302,8.38861,160.33333,,,,
2023-06-13T18:30:43+05:30,303,1.28858,138.00000,,,,
2023-06-13T18:30:59+05:30,304,1.28057,137.66667,,,,
2023-06-13T18:31:14+05:30,305,1.25009,134.00000,,,,
2023-06-13T18:31:31+05:30,306,1.11327,133.66667,,,,
2023-06-13T18:31:47+05:30,307,3.83909,135.33333,,,,
2023-06-13T18:32:03+05:30,308,2.70343,142.66667,,,,
2023-06-13T18:32:19+05:30,309,5.21235,142.00000,,,,
2023-06-13T18:32:34+05:30,310,7.99476,141.33333,,,,
2023-06-13T18:32:49+05:30,311,8.38861,196.66667,,,,
2023-06-13T18:33:05+05:30,312,1.98653,130.00000,,,,
2023-06-13T18:33:21+05:30,313,5.30628,150.33333,,,,
2023-06-13T18:33:36+05:30,314,8.02765,120.66666,,,,
2023-06-13T18:33:52+05:30,315,6.63128,142.66667,,,,
2023-06-13T18:34:07+05:30,316,8.38861,141.33333,,,,
2023-06-13T18:34:22+05:30,317,8.38861,162.00000,,,,
2023-06-13T18:34:38+05:30,318,0.85203,142.33333,,,,
2023-06-13T18:34:53+05:30,319,0.83767,139.66667,,,,
2023-06-13T18:35:08+05:30,320,6.98133,278.00000,,,,
2023-06-13T18:35:23+05:30,321,1.20168,6083.00000,,,,
2023-06-13T18:35:40+05:30,322,0.73018,141.33333,,,,
2023-06-13T18:35:56+05:30,323,0.83165,179.33333,,,,
2023-06-13T18:36:11+05:30,324,0.79523,145.33333,,,,
2023-06-13T18:36:28+05:30,325,0.79777,133.33333,,,,
2023-06-13T18:36:43+05:30,326,0.79746,145.66667,,,,
2023-06-13T18:36:59+05:30,327,0.79802,132.33333,,,,
2023-06-13T18:37:15+05:30,328,0.79720,143.66667,,,,
2023-06-13T18:37:31+05:30,329,0.79596,143.33333,,,,
2023-06-13T18:37:47+05:30,330,0.79746,127.66666,,,,
2023-06-13T18:38:02+05:30,331,0.79788,131.00000,,,,
2023-06-13T18:38:17+05:30,332,0.80413,129.33333,,,,
2023-06-13T18:38:34+05:30,333,0.59937,140.33333,,,,
2023-06-13T18:38:49+05:30,334,0.79621,138.33333,,,,
2023-06-13T18:39:06+05:30,335,0.79027,128.33333,,,,
2023-06-13T18:39:23+05:30,336,0.79153,134.66667,,,,
2023-06-13T18:39:39+05:30,337,0.79112,133.00000,,,,
2023-06-13T18:39:55+05:30,338,0.79059,140.33333,,,,
2023-06-13T18:40:12+05:30,339,0.79146,148.00000,,,,
2023-06-13T18:40:27+05:30,340,0.79080,134.33333,,,,
2023-06-13T18:40:42+05:30,341,0.79056,144.66667,,,,
2023-06-13T18:40:57+05:30,342,0.79137,145.66667,,,,
2023-06-13T18:41:14+05:30,343,0.79128,136.33333,,,,
2023-06-13T18:41:30+05:30,344,0.79090,145.33333,,,,
2023-06-13T18:41:47+05:30,345,0.79089,147.00000,,,,
2023-06-13T18:42:02+05:30,346,0.79125,146.00000,,,,
2023-06-13T18:42:17+05:30,347,0.78935,144.33333,,,,
2023-06-13T18:42:34+05:30,348,0.79009,151.33333,,,,
2023-06-13T18:42:50+05:30,349,0.79005,141.66667,,,,
2023-06-13T18:43:06+05:30,350,0.79138,137.66667,,,,
2023-06-13T18:43:23+05:30,351,0.79066,139.66667,,,,
2023-06-13T18:43:38+05:30,352,0.79156,141.33333,,,,
2023-06-13T18:43:54+05:30,353,0.78955,131.00000,,,,
2023-06-13T18:44:09+05:30,354,0.78529,158.66667,,,,
2023-06-13T18:44:24+05:30,355,0.76772,457.66666,,,,
2023-06-13T18:44:40+05:30,356,0.77132,1177.00000,,,,
2023-06-13T18:44:55+05:30,357,0.80204,139.00000,,,,
2023-06-13T18:45:11+05:30,358,0.72220,135.33333,,,,
2023-06-13T18:45:26+05:30,359,0.67522,147.33333,,,,
2023-06-13T18:45:41+05:30,360,0.79860,145.00000,,,,
2023-06-13T18:45:56+05:30,361,0.79160,132.33333,,,,
2023-06-13T18:46:12+05:30,362,0.71573,177.66667,,,,
2023-06-13T18:46:27+05:30,363,0.47571,236.33333,,,,
2023-06-13T18:46:42+05:30,364,0.81220,134.33333,,,,
2023-06-13T18:46:58+05:30,365,0.82632,130.00000,,,,
2023-06-13T18:47:13+05:30,366,-2.08649,529.00000,,,,
2023-06-13T18:47:29+05:30,367,0.78139,154.66667,,,,
2023-06-13T18:47:44+05:30,368,0.85024,151.00000,,,,
2023-06-13T18:48:00+05:30,369,0.85183,134.66667,,,,
2023-06-13T18:48:17+05:30,370,0.85577,151.33333,,,,
2023-06-13T18:48:33+05:30,371,0.84416,132.33333,,,,
2023-06-13T18:48:48+05:30,372,0.84417,421.00000,,,,
2023-06-13T18:49:03+05:30,373,0.84112,128.33333,,,,
2023-06-13T18:49:19+05:30,374,0.82712,141.66667,,,,
2023-06-13T18:49:34+05:30,375,0.82158,142.66667,,,,
2023-06-13T18:49:50+05:30,376,0.82636,124.66666,,,,
2023-06-13T18:50:05+05:30,377,0.82789,148.66667,,,,
2023-06-13T18:50:20+05:30,378,0.83139,144.33333,,,,
2023-06-13T18:50:37+05:30,379,0.83129,117.66666,,,,
2023-06-13T18:50:53+05:30,380,0.82663,143.66667,,,,
2023-06-13T18:51:08+05:30,381,0.82600,129.33333,,,,
2023-06-13T18:51:24+05:30,382,0.82525,136.33333,,,,
2023-06-13T18:51:40+05:30,383,0.82762,134.00000,,,,
2023-06-13T18:51:55+05:30,384,0.82879,136.00000,,,,
2023-06-13T18:52:12+05:30,385,0.82769,137.33333,,,,
2023-06-13T18:52:28+05:30,386,0.82705,130.00000,,,,
2023-06-13T18:52:45+05:30,387,0.82845,133.00000,,,,
2023-06-13T18:53:00+05:30,388,0.82785,133.33333,,,,
2023-06-13T18:53:17+05:30,389,0.82763,139.33333,,,,
2023-06-13T18:53:33+05:30,390,0.82685,142.33333,,,,
2023-06-13T18:53:48+05:30,391,0.82867,135.00000,,,,
2023-06-13T18:54:04+05:30,392,0.82743,141.33333,,,,
2023-06-13T18:54:21+05:30,393,0.82742,142.00000,,,,
2023-06-13T18:54:37+05:30,394,0.83185,140.66667,,,,
2023-06-13T18:54:53+05:30,395,0.83351,140.00000,,,,
2023-06-13T18:55:09+05:30,396,0.83462,148.00000,,,,
2023-06-13T18:55:25+05:30,397,0.83485,143.66667,,,,
2023-06-13T18:55:41+05:30,398,0.83501,136.00000,,,,
2023-06-13T18:55:58+05:30,399,0.83490,131.00000,,,,
2023-06-13T18:56:14+05:30,400,0.83385,150.33333,,,,
2023-06-13T18:56:31+05:30,401,0.83279,127.66666,,,,
2023-06-13T18:56:47+05:30,402,0.83532,131.33333,,,,
2023-06-13T18:57:03+05:30,403,0.83788,144.00000,,,,
2023-06-13T18:57:19+05:30,404,0.83521,141.66667,,,,
2023-06-13T18:57:35+05:30,405,0.83496,137.00000,,,,
2023-06-13T18:57:50+05:30,406,0.83425,135.00000,,,,
2023-06-13T18:58:06+05:30,407,0.83474,141.00000,,,,
2023-06-13T18:58:23+05:30,408,0.87428,148.33333,,,,
2023-06-13T18:58:39+05:30,409,0.88264,141.33333,,,,
2023-06-13T18:58:57+05:30,410,0.87262,158.33333,,,,
2023-06-13T18:59:12+05:30,411,0.86387,145.33333,,,,
2023-06-13T18:59:28+05:30,412,0.86357,137.00000,,,,
2023-06-13T18:59:43+05:30,413,0.86035,145.66667,,,,
2023-06-13T18:59:59+05:30,414,0.85897,139.33333,,,,
2023-06-13T19:00:14+05:30,415,0.86135,139.33333,,,,
2023-06-13T19:00:30+05:30,416,0.85959,128.00000,,,,
2023-06-13T19:00:46+05:30,417,0.86013,140.33333,,,,
2023-06-13T19:01:02+05:30,418,0.86417,135.66667,,,,
2023-06-13T19:01:18+05:30,419,0.86160,861.66669,,,,
2023-06-13T19:01:33+05:30,420,0.86418,128.00000,,,,
2023-06-13T19:01:49+05:30,421,0.87881,139.33333,,,,
2023-06-13T19:02:05+05:30,422,0.88329,132.00000,,,,
2023-06-13T19:02:22+05:30,423,0.87754,133.00000,,,,
2023-06-13T19:02:38+05:30,424,0.88380,132.33333,,,,
2023-06-13T19:02:55+05:30,425,0.88843,145.66667,,,,
2023-06-13T19:03:10+05:30,426,0.88952,133.33333,,,,
2023-06-13T19:03:25+05:30,427,0.89116,148.00000,,,,
2023-06-13T19:03:40+05:30,428,0.88912,148.33333,,,,
2023-06-13T19:03:57+05:30,429,0.89340,137.33333,,,,
2023-06-13T19:04:12+05:30,430,0.89366,133.66667,,,,
2023-06-13T19:04:28+05:30,431,0.87697,154.33333,,,,
2023-06-13T19:04:43+05:30,432,0.85632,141.00000,,,,
2023-06-13T19:05:00+05:30,433,0.15378,147.33333,,,,
2023-06-13T19:05:15+05:30,434,0.12163,145.66667,,,,
2023-06-13T19:05:32+05:30,435,0.11906,134.33333,,,,
2023-06-13T19:05:48+05:30,436,0.38014,141.66667,,,,
2023-06-13T19:06:03+05:30,437,0.46470,157.00000,,,,
2023-06-13T19:06:19+05:30,438,0.29732,144.33333,,,,
2023-06-13T19:06:35+05:30,439,0.09647,134.66667,,,,
2023-06-13T19:06:52+05:30,440,0.52206,132.66667,,,,
2023-06-13T19:07:08+05:30,441,0.41847,141.00000,,,,
2023-06-13T19:07:24+05:30,442,0.02201,128.00000,,,,
2023-06-13T19:07:40+05:30,443,0.10786,137.66667,,,,
2023-06-13T19:07:56+05:30,444,0.28239,147.33333,,,,
